STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
Lajeunesse / de Liège,Villeray - Saint-Michel - Parc-Extension,45.5455805,-73.6349,Marquette / Villeray,Villeray - Saint-Michel - Parc-Extension,45.550684,-73.615293,1653344577693,1653345226964
Clark / de Liège,Villeray - Saint-Michel - Parc-Extension,45.539984,-73.638135,BAnQ (Berri / de Maisonneuve),Ville-Marie,45.515299,-73.561273,1653344583148,1653346000322
du Parc-La Fontaine / Roy,Le Plateau-Mont-Royal,45.522866,-73.568377,Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,1653344579064,1653344734229
la Fontaine / Alexandre-de-Sève,Ville-Marie,45.5233037,-73.5579997,Quai de la navette fluviale,Ville-Marie,45.513741,-73.538382,1653344579621,1653345841845
Beaucourt / de la Côte-Ste-Catherine,Côte-des-Neiges - Notre-Dame-de-Grâce,45.491513,-73.633649,Paré / Mountain Sights,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4981,-73.652942,1653344580128,1653345246478
Ste-Famille / Sherbrooke,Le Plateau-Mont-Royal,45.510072,-73.570752,Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,1653344589379,1653345049056
Dézéry / Ontario,Mercier - Hochelaga-Maisonneuve,45.54111,-73.54755,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1653344590797,1653346346045
Earnscliffe / Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4818451,-73.6303738,Victoria Hall,Westmount,45.481291,-73.60033,1653344590936,1653345337748
Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.527201,-73.564729,Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,1653344597768,1653344991302
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,1653344596588,1653344890465
Roy / St-André,Le Plateau-Mont-Royal,45.521564,-73.570367,Clark / Prince-Arthur,Le Plateau-Mont-Royal,45.513303,-73.572961,1653344599085,1653345142432
Young / Wellington,Le Sud-Ouest,45.492825,-73.557978,de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,1653344597011,1653345284125
de la Côte St-Antoine / Argyle,Westmount,45.486241,-73.5957277,de la Côte St-Antoine / Argyle,Westmount,45.486241,-73.5957277,1653344600516,1653345729398
William / St-Henri,Ville-Marie,45.498919,-73.557254,William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,1653344601141,1653344851536
St-Mathieu / Ste-Catherine,Ville-Marie,45.49368,-73.579146,Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,1653344602306,1653344844750
Laval / du Mont-Royal,Le Plateau-Mont-Royal,45.522365,-73.584146,Drummond / Sherbrooke,Ville-Marie,45.5003924,-73.578168,1653344605592,1653345809239
Michelet / Jean-Talon,Saint-Léonard,45.5762911,-73.583529,Rosemont / Viau,Rosemont - La Petite-Patrie,45.56833,-73.566663,1653344599338,1653351150114
Desjardins / Ontario,Mercier - Hochelaga-Maisonneuve,45.551192,-73.540873,Bennett / Adam,Mercier - Hochelaga-Maisonneuve,45.5536514,-73.5341495,1653344606829,1653344832119
2e avenue / Jean-Rivard,Villeray - Saint-Michel - Parc-Extension,45.562509,-73.61656,Lajeunesse / Villeray,Villeray - Saint-Michel - Parc-Extension,45.542119,-73.622547,1653344606869,1653345392402
Grand Boulevard / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.466569,-73.623295,Victoria / de Maisonneuve,Westmount,45.477429,-73.600169,1653344610081,1653345245917
Boucher / St-Denis,Le Plateau-Mont-Royal,45.5278492,-73.5918613,Métro Beaubien (de Chateaubriand / Beaubien),Rosemont - La Petite-Patrie,45.53536,-73.603635,1653344612621,1653345213230
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,1653344612583,1653344890175
de Lanaudière / du Mont-Royal,Le Plateau-Mont-Royal,45.5302211,-73.5769965,Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,1653344611461,1653344680380
Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,Marie-Anne / Papineau,Le Plateau-Mont-Royal,45.5317737,-73.5724462,1653344612233,1653345516070
St-Mathieu / Ste-Catherine,Ville-Marie,45.49368,-73.579146,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344616278,1653345877029
Louis-Hébert / Beaubien,Rosemont - La Petite-Patrie,45.548186,-73.59201,Métro Beaubien (de Chateaubriand / Beaubien),Rosemont - La Petite-Patrie,45.53536,-73.603635,1653344618197,1653344999599
Richardson / de Montmorency,Le Sud-Ouest,45.48498,-73.560333,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1653344622266,1653344887754
Queen / Wellington,Ville-Marie,45.497605,-73.55535,Métro Guy-Concordia (Guy / St-Catherine),Ville-Marie,45.495045,-73.57783,1653344621397,1653345922738
Beaucourt / de la Côte-Ste-Catherine,Côte-des-Neiges - Notre-Dame-de-Grâce,45.491513,-73.633649,Paré / Mountain Sights,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4981,-73.652942,1653344622204,1653345215572
Bishop / Ste-Catherine,Ville-Marie,45.496583,-73.576502,Sanguinet / de Maisonneuve,Ville-Marie,45.513405,-73.562594,1653344622270,1653345580521
St-Alexandre / Ste-Catherine,Ville-Marie,45.505359,-73.567741,de Maisonneuve / Greene,Westmount,45.486971,-73.589293,1653344622307,1653345615772
Duluth / St-Laurent,Le Plateau-Mont-Royal,45.516876,-73.57946,Villeneuve / St-Laurent,Le Plateau-Mont-Royal,45.521342,-73.589419,1653344623503,1653344930174
Pontiac / Gilford,Le Plateau-Mont-Royal,45.527009,-73.585766,Parc du Pélican (1ère avenue / Masson),Rosemont - La Petite-Patrie,45.5451997,-73.5764507,1653344631273,1653345150026
de l'Eglise / St-Germain,Saint-Laurent,45.512559,-73.677011,Alfred Laliberté / de Poutrincourt,Ahuntsic-Cartierville,45.53308,-73.694597,1653344633098,1653346369631
St-Mathieu / Sherbrooke,Ville-Marie,45.495789,-73.582596,St-Mathieu / Sherbrooke,Ville-Marie,45.495789,-73.582596,1653344627247,1653345707192
Parc Maisonneuve (Viau / Sherbrooke),Rosemont - La Petite-Patrie,45.5649368,-73.5555911,35e avenue / Beaubien,Rosemont - La Petite-Patrie,45.570081,-73.573047,1653344629435,1653345120996
16e avenue / Beaubien,Rosemont - La Petite-Patrie,45.558281,-73.583159,1ère avenue / Rosemont,Rosemont - La Petite-Patrie,45.5478,-73.584867,1653344642541,1653345130442
St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,1653344624101,1653344649815
St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344631761,1653345263332
Michelet / Jean-Talon,Saint-Léonard,45.5762911,-73.583529,Rosemont / Viau,Rosemont - La Petite-Patrie,45.56833,-73.566663,1653344625559,1653351167575
Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653344631834,1653344781602
BAnQ (Berri / de Maisonneuve),Ville-Marie,45.515299,-73.561273,Boucher / St-Denis,Le Plateau-Mont-Royal,45.5278492,-73.5918613,1653344635337,1653345618834
Métro Verdun (Willibrord / de Verdun),Verdun,45.459488,-73.572092,Dubois / Eadie,Le Sud-Ouest,45.457597,-73.590529,1653344636389,1653345078542
Pontiac / Gilford,Le Plateau-Mont-Royal,45.527009,-73.585766,Parc du Pélican (1ère avenue / Masson),Rosemont - La Petite-Patrie,45.5451997,-73.5764507,1653344641393,1653345147514
Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,St-Dominique / St-Zotique,Rosemont - La Petite-Patrie,45.532265,-73.611063,1653344635608,1653345609821
Métro Verdun (Willibrord / de Verdun),Verdun,45.459488,-73.572092,Natatorium (LaSalle / Rolland),Verdun,45.444547,-73.575091,1653344638234,1653345297250
Querbes / Laurier,Outremont,45.51754,-73.597832,CCI Outremont (Dollard / Durcharme),Outremont,45.5200191,-73.6189073,1653344640528,1653345160368
Fullum / Ontario,Ville-Marie,45.5303174,-73.5548669,Parthenais / Ste-Catherine,Ville-Marie,45.526006,-73.548864,1653344633423,1653345368797
St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,1653344633734,1653344707097
Young / Wellington,Le Sud-Ouest,45.492825,-73.557978,de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,1653344640346,1653345271684
Fullum / Ontario,Ville-Marie,45.5303174,-73.5548669,Parthenais / Ste-Catherine,Ville-Marie,45.526006,-73.548864,1653344636996,1653345329936
Ste-Catherine / Labelle,Ville-Marie,45.515065,-73.55923,St-André / St-Antoine,Ville-Marie,45.514114,-73.552645,1653344642744,1653345057484
Marie-Anne / de la Roche,Le Plateau-Mont-Royal,45.527758,-73.576185,Gilford / St-Denis,Le Plateau-Mont-Royal,45.5251147,-73.586006,1653344645658,1653344961024
35e avenue / Beaubien,Rosemont - La Petite-Patrie,45.570081,-73.573047,Boyer / Beaubien,Rosemont - La Petite-Patrie,45.537041,-73.602026,1653344646066,1653345715591
Boyer / Bélanger,Rosemont - La Petite-Patrie,45.54006,-73.60897,Métro Jarry (Lajeunesse / Jarry),Villeray - Saint-Michel - Parc-Extension,45.5435597,-73.627772,1653344650074,1653345191497
Métro Fabre (Marquette / Jean-Talon),Villeray - Saint-Michel - Parc-Extension,45.5474078,-73.6076689,CHSLD St-Michel (8e avenue / Jarry),Villeray - Saint-Michel - Parc-Extension,45.5616903,-73.610512,1653344648697,1653345328143
Laval / du Mont-Royal,Le Plateau-Mont-Royal,45.522365,-73.584146,Prince-Arthur / du Parc,Le Plateau-Mont-Royal,45.51059,-73.57547,1653344648281,1653345376627
Augustin-Cantin / Shearer,Le Sud-Ouest,45.484018,-73.563437,Augustin-Cantin / Shearer,Le Sud-Ouest,45.484018,-73.563437,1653344650468,1653346846824
Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,McTavish / Sherbrooke,Ville-Marie,45.502813,-73.576024,1653344648033,1653345261576
Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,de Maisonneuve / Greene,Westmount,45.486971,-73.589293,1653344650435,1653345335251
Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,de Mentana / Gilford,Le Plateau-Mont-Royal,45.528724,-73.583859,1653344652789,1653344937294
Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,La Ronde,Ville-Marie,45.521565,-73.535332,1653344654739,1653346359338
Henri-Julien / de Bellechasse,Rosemont - La Petite-Patrie,45.5295036,-73.6048646,Bernard / St-Urbain,Le Plateau-Mont-Royal,45.526267,-73.603191,1653344654061,1653344877912
Aylmer / Prince-Arthur,Le Plateau-Mont-Royal,45.508567,-73.577698,de Maisonneuve / Mansfield (nord),Ville-Marie,45.502311,-73.5733635,1653344663469,1653344970690
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1653344660494,1653346045088
Marcil / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.471743,-73.613924,Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,1653344663605,1653347477095
Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,McTavish / Sherbrooke,Ville-Marie,45.502813,-73.576024,1653344659276,1653345264445
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Union / Ste-Catherine,Ville-Marie,45.5040272,-73.5697022,1653344661114,1653345151906
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,1653344663208,1653345558879
Fortune / Wellington,Le Sud-Ouest,45.477923,-73.559038,Jacques-Le Ber / de la Pointe Nord,Verdun,45.472503,-73.539285,1653344664685,1653345320283
Earnscliffe / Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4818451,-73.6303738,Victoria Hall,Westmount,45.481291,-73.60033,1653344665487,1653345340612
Chabot / Beaubien,Rosemont - La Petite-Patrie,45.544376,-73.595645,Parc Père-Marquette (de Lanaudière / de Bellechasse),Rosemont - La Petite-Patrie,45.539324,-73.5958784,1653344667162,1653344876880
St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,Métro Beaudry (Montcalm / de Maisonneuve),Ville-Marie,45.519132,-73.5578897,1653344668106,1653345024176
d'Orléans / Masson,Rosemont - La Petite-Patrie,45.557192,-73.569847,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344668700,1653347634057
Durocher / Sherbrooke,Le Plateau-Mont-Royal,45.5070762,-73.5722852,St-Dominique / Bernard,Le Plateau-Mont-Royal,45.527933,-73.601223,1653344671912,1653345613660
Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,de l'Hôtel-de-Ville / Ontario,Ville-Marie,45.5135916,-73.5662556,1653344670581,1653345752322
St-Mathieu / Ste-Catherine,Ville-Marie,45.49368,-73.579146,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344674210,1653345904967
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344672146,1653345620895
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,1653344672370,1653345133797
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344672555,1653345647773
Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,1653344673999,1653345548344
Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,Prince-Arthur / St-Urbain,Le Plateau-Mont-Royal,45.512587,-73.573739,1653344673117,1653345229095
Duluth / St-Laurent,Le Plateau-Mont-Royal,45.516876,-73.57946,Villeneuve / St-Laurent,Le Plateau-Mont-Royal,45.521342,-73.589419,1653344678638,1653344932146
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Métro Jolicoeur (de Sève / Drake),Le Sud-Ouest,45.4560855,-73.5819371,1653344686053,1653348094668
Drummond / de Maisonneuve,Ville-Marie,45.49947,-73.57591,William / St-Henri,Ville-Marie,45.498919,-73.557254,1653344687532,1653345434206
Métro Papineau (Cartier / Ste-Catherine),Ville-Marie,45.52353,-73.55199,Fullum / Ontario,Ville-Marie,45.5303174,-73.5548669,1653344681722,1653345408030
Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653344685228,1653344780915
de Rouen / Lespérance,Ville-Marie,45.5386271,-73.5528392,Métro Préfontaine (Moreau / Hochelaga),Mercier - Hochelaga-Maisonneuve,45.54178,-73.555714,1653344688725,1653344794195
Peel / Ottawa,Le Sud-Ouest,45.4941996,-73.5599846,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1653344686750,1653345030700
Marcil / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.471743,-73.613924,Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,1653344691973,1653347475223
Métro Jean-Talon (Berri / Jean-Talon),Villeray - Saint-Michel - Parc-Extension,45.5390004,-73.614251,Louis-Hémon / Rosemont,Rosemont - La Petite-Patrie,45.544599,-73.588223,1653344689671,1653345505547
des Érables / Rachel,Le Plateau-Mont-Royal,45.533547,-73.566867,Fullum / Terrasse Mercure,Le Plateau-Mont-Royal,45.5354834,-73.5659391,1653344688906,1653344783473
Boyer / Bélanger,Rosemont - La Petite-Patrie,45.54006,-73.60897,St-Alexandre / Ste-Catherine,Ville-Marie,45.505359,-73.567741,1653344690947,1653346086721
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),Ville-Marie,45.5082046,-73.5688144,St-Hubert / Duluth,Le Plateau-Mont-Royal,45.522426,-73.574184,1653344690910,1653346617583
St-Urbain / de la Gauchetière,Ville-Marie,45.507078,-73.561395,Milton / Clark,Le Plateau-Mont-Royal,45.512541,-73.570677,1653344693862,1653345249557
du Rosaire / St-Hubert,Villeray - Saint-Michel - Parc-Extension,45.544819,-73.62151,Leman / de Chateaubriand,Villeray - Saint-Michel - Parc-Extension,45.547218,-73.631103,1653344699320,1653344977625
41e avenue / Rosemont,Rosemont - La Petite-Patrie,45.57179,-73.564315,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344696456,1653346446794
Waverly / Van Horne,Le Plateau-Mont-Royal,45.527363,-73.607723,Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,1653344699834,1653345856241
de Brébeuf / du Mont-Royal,Le Plateau-Mont-Royal,45.529408,-73.578154,Boyer / Bélanger,Rosemont - La Petite-Patrie,45.54006,-73.60897,1653344700565,1653345525511
10e avenue / Masson,Rosemont - La Petite-Patrie,45.550306,-73.573353,Ernest-Gendreau / du Mont-Royal,Rosemont - La Petite-Patrie,45.549714,-73.563848,1653344704030,1653344866510
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Métro Lionel-Groulx (St-Jacques / Atwater),Le Sud-Ouest,45.4836285,-73.5797026,1653344707354,1653345026447
Villeneuve / St-Laurent,Le Plateau-Mont-Royal,45.521342,-73.589419,Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,1653344707387,1653345609846
Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,45.546408,-73.638428,Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,45.546408,-73.638428,1653344709854,1653344826357
Parc du Pélican (1ère avenue / Masson),Rosemont - La Petite-Patrie,45.5451997,-73.5764507,St-Urbain / Beaubien,Rosemont - La Petite-Patrie,45.52951,-73.61068,1653344709795,1653345724545
Métro Jolicoeur (de Sève / Drake),Le Sud-Ouest,45.4560855,-73.5819371,Beurling / Godin,Verdun,45.4479158,-73.5838187,1653344715309,1653345082379
de Chateaubriand / Jarry,Villeray - Saint-Michel - Parc-Extension,45.545955,-73.626992,de Brébeuf / du Mont-Royal,Le Plateau-Mont-Royal,45.529408,-73.578154,1653344711942,1653345696063
des Érables / Rachel,Le Plateau-Mont-Royal,45.533547,-73.566867,Parc Père-Marquette (de Lanaudière / de Bellechasse),Rosemont - La Petite-Patrie,45.539324,-73.5958784,1653344717223,1653345690453
Dollard / Van Horne,Outremont,45.519153,-73.616469,Bloomfield / Bernard,Outremont,45.520688,-73.608428,1653344718133,1653344921332
des Ormeaux / Notre-Dame,Mercier - Hochelaga-Maisonneuve,45.5992655,-73.5122607,Letourneux / Ste-Catherine,Mercier - Hochelaga-Maisonneuve,45.5507836,-73.5341,1653344718924,1653346714069
Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,Duluth /St-Denis,Le Plateau-Mont-Royal,45.5205975,-73.5759705,1653344721312,1653345128535
Milton / Clark,Le Plateau-Mont-Royal,45.512541,-73.570677,de la Cathédrale / René-Lévesque,Ville-Marie,45.499191,-73.569421,1653344722730,1653345536992
de la Commune / Berri,Ville-Marie,45.51086,-73.54983,BAnQ (Berri / de Maisonneuve),Ville-Marie,45.515299,-73.561273,1653344731328,1653345201588
de la Commune / Berri,Ville-Marie,45.51086,-73.54983,St-André / Cherrier,Le Plateau-Mont-Royal,45.520524,-73.567697,1653344726596,1653345384204
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),Ville-Marie,45.5082046,-73.5688144,St-Hubert / Duluth,Le Plateau-Mont-Royal,45.522426,-73.574184,1653344725221,1653346619339
de la Cathédrale / René-Lévesque,Ville-Marie,45.499191,-73.569421,Ste-Émilie / St-Rémi,Le Sud-Ouest,45.4697664,-73.5892588,1653344729161,1653346898243
Mozart / St-Laurent,Rosemont - La Petite-Patrie,45.53318,-73.61544,Parc Kent (de Kent / Hudson),Côte-des-Neiges - Notre-Dame-de-Grâce,45.505721,-73.629459,1653344727302,1653345549056
Parc du Pélican (1ère avenue / Masson),Rosemont - La Petite-Patrie,45.5451997,-73.5764507,St-Urbain / Beaubien,Rosemont - La Petite-Patrie,45.52951,-73.61068,1653344737880,1653345709614
Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,Duluth /St-Denis,Le Plateau-Mont-Royal,45.5205975,-73.5759705,1653344730818,1653345125325
Duvernay / Charlevoix,Le Sud-Ouest,45.482098,-73.574876,St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,1653344733356,1653345739431
de la Montagne/ Sherbrooke,Ville-Marie,45.4997438,-73.5789384,William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,1653344732492,1653345415332
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Notre-Dame-de-Grâce / Westmount,Westmount,45.4804701,-73.6112161,1653344736563,1653346660342
Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51066,-73.56497,de la Roche / Bélanger,Rosemont - La Petite-Patrie,45.54167,-73.607604,1653344737377,1653345846641
Parc Père-Marquette (Chambord / Rosemont),Rosemont - La Petite-Patrie,45.537088,-73.593219,Boyer / du Mont-Royal,Le Plateau-Mont-Royal,45.527432,-73.579917,1653344745925,1653345135786
Parc du Pélican (2e avenue / St-Joseph),Rosemont - La Petite-Patrie,45.544513,-73.571564,Jeanne-d'Arc / Ontario,Mercier - Hochelaga-Maisonneuve,45.549598,-73.541874,1653344744740,1653345701890
Gilford / de Lanaudière,Le Plateau-Mont-Royal,45.532008,-73.580444,1ère  avenue / St-Zotique,Rosemont - La Petite-Patrie,45.551937,-73.593928,1653344744218,1653345957113
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,1653344744865,1653345978764
Métro Charlevoix (Centre / Charlevoix),Le Sud-Ouest,45.478228,-73.569651,Richardson / de Montmorency,Le Sud-Ouest,45.48498,-73.560333,1653344752493,1653345099883
Cartier / St-Joseph,Le Plateau-Mont-Royal,45.535828,-73.57869,Pontiac / Gilford,Le Plateau-Mont-Royal,45.527009,-73.585766,1653344745652,1653345027847
Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516897,-73.563949,Beaudry / Ontario,Ville-Marie,45.5214582,-73.5620499,1653344743694,1653344924262
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Notre-Dame-de-Grâce / Westmount,Westmount,45.4804701,-73.6112161,1653344749050,1653346656099
Hutchison/ Van Horne,Le Plateau-Mont-Royal,45.5249771,-73.6106864,St-Hubert / Laurier,Le Plateau-Mont-Royal,45.52931,-73.588657,1653344752002,1653345766285
Fullum / Marie-Anne,Le Plateau-Mont-Royal,45.5365054,-73.5680392,Marquette / des Carrières,Rosemont - La Petite-Patrie,45.538799,-73.5887,1653344753388,1653345505560
Ste-Catherine / St-Marc,Ville-Marie,45.492897,-73.580294,Drummond / de Maisonneuve,Ville-Marie,45.49947,-73.57591,1653344758281,1653345261940
Tolhurst / Fleury,Ahuntsic-Cartierville,45.544149,-73.66752,Métro Henri-Bourassa (Henri-Bourassa / Millen),Ahuntsic-Cartierville,45.556751,-73.667162,1653344754390,1653345214189
Hutchison/ Van Horne,Le Plateau-Mont-Royal,45.5249771,-73.6106864,St-Hubert / Laurier,Le Plateau-Mont-Royal,45.52931,-73.588657,1653344754851,1653345761108
Guilbault / Clark,Le Plateau-Mont-Royal,45.514108,-73.57523,Hillside / Ste-Catherine,Westmount,45.482826,-73.590843,1653344761048,1653346160823
Parc du Pélican (1ère avenue / Masson),Rosemont - La Petite-Patrie,45.5451997,-73.5764507,du Havre / de Rouen,Ville-Marie,45.534563,-73.554787,1653344762101,1653345237039
Hutchison/ Van Horne,Le Plateau-Mont-Royal,45.5249771,-73.6106864,St-Hubert / Laurier,Le Plateau-Mont-Royal,45.52931,-73.588657,1653344757416,1653345763606
Métro Beaubien (de Chateaubriand / Beaubien),Rosemont - La Petite-Patrie,45.53536,-73.603635,Molson / Beaubien,Rosemont - La Petite-Patrie,45.549686,-73.591155,1653344759892,1653345067147
Durocher / St-Viateur,Outremont,45.5207958,-73.6032707,du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,1653344761223,1653345441484
Bloomfield / Ball,Villeray - Saint-Michel - Parc-Extension,45.5299594,-73.632946,Bloomfield / Ball,Villeray - Saint-Michel - Parc-Extension,45.5299594,-73.632946,1653344765708,1653344769800
Boyer / St-Zotique,Rosemont - La Petite-Patrie,45.53848,-73.60556,de Normanville / Villeray,Villeray - Saint-Michel - Parc-Extension,45.54717,-73.618041,1653344765189,1653345161871
St-André / Ontario,Ville-Marie,45.51889,-73.56353,de la Commune / Berri,Ville-Marie,45.51086,-73.54983,1653344773561,1653345265614
Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.537114,-73.571003,Pontiac / Gilford,Le Plateau-Mont-Royal,45.527009,-73.585766,1653344771082,1653345685384
St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,Villeneuve / St-Urbain,Le Plateau-Mont-Royal,45.520188,-73.590559,1653344768300,1653347467780
26e avenue / Beaubien,Rosemont - La Petite-Patrie,45.564944,-73.577639,Villeneuve / de l'Hôtel-de-Ville,Le Plateau-Mont-Royal,45.523544,-73.587332,1653344775936,1653346100817
Beaudry / Sherbrooke,Ville-Marie,45.523035,-73.565395,Parthenais / du Mont-Royal,Le Plateau-Mont-Royal,45.536346,-73.57131,1653344778485,1653345681870
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,1653344778472,1653345563111
St-Jacques / St-Laurent,Ville-Marie,45.506421,-73.556466,Milton / Durocher,Le Plateau-Mont-Royal,45.508141,-73.57493,1653344777169,1653345816135
St-Charles / Thomas-Keefer,Le Sud-Ouest,45.477605,-73.573775,Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,1653344773648,1653345746191
Cartier / St-Joseph,Le Plateau-Mont-Royal,45.535828,-73.57869,Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,1653344779839,1653344950288
Casgrain / Maguire,Le Plateau-Mont-Royal,45.525933,-73.595253,Gilford / de Brébeuf,Le Plateau-Mont-Royal,45.530816,-73.581626,1653344783436,1653345278054
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,Bernard / St-Urbain,Le Plateau-Mont-Royal,45.526267,-73.603191,1653344790983,1653345368929
